Test_sample,protein,protein_name,category,abundance_tertile,pearson_r,Observed,Predicted
63,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,7.08058621512464e-07
64,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,2.91884725811542e-06
65,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,0.0002587262715678662
66,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,4.892122433375334e-06
67,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,6.115943688200787e-05
68,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,6.115943688200787e-05
69,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,3.499800129702635e-07
70,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0028113285079598427,0.0007742478046566248
71,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,8.792558219283819e-05
72,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,5.6141736422432587e-05
73,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,3.7341062579798745e-06
74,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,3.7341062579798745e-06
75,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,3.7341062579798745e-06
76,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0029157553799450397,0.0021331855095922947
77,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.004311251454055309,0.0021331855095922947
78,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,0.0021331855095922947
79,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.0,0.0021331855095922947
80,P13671,Complement component C6,Complement System,Low,0.48755666613578796,0.012479707598686218,0.0020110250916332006
1,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0011773186270147562,0.003349395003169775
2,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0002306786336703226
3,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,6.076531917642569e-07
4,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,6.953462730052706e-07
5,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0012361714616417885,0.003984946757555008
6,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0027510046493262053
7,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0002515570376999676
8,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.002000299282371998
9,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,1.5265258070940035e-06
10,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00023413482995238155
11,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0004071317962370813
12,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.007658327929675579
13,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0060213664546608925
14,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,4.744326361105777e-06
15,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,4.164096026215702e-06
16,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,4.858800934925966e-07
17,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,1.5419613191625103e-05
18,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,2.4845658117556013e-06
19,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.002158928196877241,0.0013235679361969233
20,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00024880561977624893
21,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,4.7366793296532705e-05
22,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,1.359842713100079e-06
23,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00024725840194150805
24,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,1.735571117933432e-07
25,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,1.29237605506205e-07
26,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,1.084260361494671e-06
27,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.006680655293166637
28,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,2.5693194402265362e-05
29,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,2.569321804912761e-05
30,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,2.4113836843753234e-05
31,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,8.757322575547732e-06
32,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,1.8290779735252727e-06
33,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,5.749996034865035e-07
34,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,2.399819777565426e-06
35,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,7.014590664766729e-05,0.0001248463086085394
36,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.00018338342488277704,0.0002582290908321738
37,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.00036440114490687847,0.0004598014638759196
38,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0011005089618265629,0.0009032066445797682
39,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.000835048034787178
40,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,2.8070119242329383e-06
41,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,7.468800049537094e-06
42,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00025676575023680925
43,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0001322555326623842
44,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,3.9194444980239496e-05
45,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0001306581252720207
46,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.006087698042392731
47,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0003041484160348773
48,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.004044717643409967,0.0006181339267641306
49,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0005973393563181162
50,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00032321299659088254
51,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0001980521046789363
52,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00017998024122789502
53,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0002653201518114656
54,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0017836322076618671,0.0008015092462301254
55,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,4.909525523544289e-05
56,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,9.085092460736632e-05
57,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,3.216854383936152e-05
58,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00064271833980456
59,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,4.035196980112232e-05
60,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00037144936504773796
61,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0004830505058635026
62,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.002239968627691269,0.00021811531041748822
63,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00015163460921030492
64,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,3.1225568818626925e-05
65,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00031007532379589975
66,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0007042097859084606
67,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,3.852784720947966e-05
68,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,3.852784720947966e-05
69,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,1.1579459169297479e-07
70,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0003787822206504643
71,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.000732830842025578,0.00036948692286387086
72,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0005834628245793283
73,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.0006684344843961298
74,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0011770999990403652,0.0006684344843961298
75,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0010511765722185373,0.0006684344843961298
76,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00013161709648557007
77,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00013161709648557007
78,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00013161709648557007
79,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00013161709648557007
80,P80748,Immunoglobulin lambda variable 3-21,Immunoglobulins,Low,0.09154195338487625,0.0,0.00011579819692997262
1,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,0.00018905581964645535
2,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,4.019340849481523e-06
3,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,3.0880767099006334e-07
4,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,3.5291168387630023e-07
5,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,0.0009088718798011541
6,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,0.0003396196407265961
7,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,7.004779035924003e-05
8,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,7.816829565854277e-06
9,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,5.524466928363836e-07
10,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.4947168892831542e-05
11,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.541583515063394e-05
12,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,0.01921648532152176
13,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,0.03460701182484627
14,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,5.8130070101469755e-05,6.654685421381146e-05
15,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.00019092168076895177,5.99235063418746e-05
16,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.00022452525445260108,4.611316035152413e-05
17,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.00034392232191748917,0.00030157348373904824
18,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.5160256339186162e-07
19,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.023165974766016006,6.930361450940836e-06
20,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.342048676633567e-07
21,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.90655924825478e-07
22,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,3.2549671291626225e-10
23,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,2.698040816540015e-06
24,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,5.8010407144593046e-08
25,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,4.4924888698005816e-08
26,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,3.456772219578852e-06
27,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,2.064867430817685e-06
28,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.3269118426251225e-07
29,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.3269118426251225e-07
30,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.1307079716971202e-07
31,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,2.9667665657484577e-08
32,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.1566970492538076e-08
33,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,7.262848100708652e-09
34,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,4.717714929824979e-08
35,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,5.7854826707171014e-08
36,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.0294064622939914e-07
37,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.5304025509976782e-05
38,P09211,Glutathione S-transferase P,Metabolic Enzymes,Low,-0.02257571741938591,0.0,1.6395999864471378e-06
