Test_sample,protein,protein_name,category,abundance_tertile,pearson_r,Observed,Predicted
59,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.003971317317336798
60,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.003259119112044573,0.0050664725713431835
61,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0016420913161709905,0.0054008131846785545
62,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.004517712630331516,0.006804747972637415
63,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.007850860245525837,0.004298227373510599
64,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.024776550009846687,0.003772132331505418
65,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.019352734088897705,0.015632765367627144
66,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.002980744233354926
67,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,9.701513772597536e-05
68,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,9.701513772597536e-05
69,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.0017132178181782365
70,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.027905039489269257,0.02219799906015396
71,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.008034098893404007
72,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.014478446915745735,0.006981933489441872
73,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.0020252857357263565
74,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.0020252857357263565
75,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.0020252857357263565
76,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.027283141389489174,0.019464021548628807
77,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.026919033378362656,0.019464021548628807
78,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.019464021548628807
79,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.019464021548628807
80,P0DOY2,Immunoglobulin lambda constant 2,Immunoglobulins,High,0.7835252285003662,0.0,0.01950516365468502
1,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0051942248828709126,0.008037746883928776
2,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.013094521127641201,0.001263597048819065
3,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,1.9716269889613613e-05
4,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,2.1336900317692198e-05
5,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0005694266874343157
6,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.004264766816049814,0.011659572832286358
7,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0042153215035796165
8,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.03581416234374046,0.07474986463785172
9,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,3.615842388171586e-06
10,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0011210463708266616
11,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0011685838690027595
12,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.017163120210170746,0.00368359312415123
13,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.013105076737701893,0.001498349942266941
14,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,1.8194494259660132e-05
15,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,1.770583912730217e-05
16,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,2.3219670310936635e-06
17,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0007107069250196218
18,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0027705426327884197,0.003593304194509983
19,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.005523414351046085
20,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00037281267577782273
21,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.00700346427038312,0.006841737776994705
22,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.003954836633056402
23,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.001543855993077159
24,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,3.544424771462218e-06
25,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,2.6625011741998605e-06
26,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,3.60462513526727e-06
27,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00019244203576818109
28,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.03334701061248779,0.05421791598200798
29,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.03796844929456711,0.054217901080846786
30,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.04237331822514534,0.05488213524222374
31,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.03487900272011757,0.03077862411737442
32,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.038562141358852386,0.04375747963786125
33,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.038562141358852386,0.041629549115896225
34,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.03714394196867943,0.034317728132009506
35,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,4.2087540350621566e-05,0.00047398809692822397
36,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0007717943517491221
37,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,9.370315092382953e-05,0.019073665142059326
38,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.009124219417572021,0.011961950920522213
39,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.03483917936682701,0.011273643933236599
40,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.032593756914138794,0.03760485723614693
41,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0038796658627688885
42,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0180104561150074
43,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.015274674631655216
44,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.026701997965574265,0.04090329632163048
45,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.018065951764583588
46,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.03405717387795448,0.0016139395302161574
47,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0002727388055063784
48,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0004188458842691034
49,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00040398043347522616
50,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.027839023619890213,0.012561183422803879
51,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.01920914277434349,0.012291683815419674
52,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.036135103553533554,0.012049103155732155
53,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.003917131572961807
54,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.009390855208039284,0.011613014154136181
55,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.006480503361672163
56,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.00234863068908453,0.00433307932689786
57,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.008205248042941093
58,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0016364722978323698,0.01674017310142517
59,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.006866943556815386
60,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.011898952536284924
61,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.015430768951773643,0.011827010661363602
62,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0031208570580929518
63,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.024594586342573166,0.012597004882991314
64,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.006729900371283293
65,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.010877761989831924
66,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0004759439907502383
67,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00014414933684747666
68,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00014414933684747666
69,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.06599999964237213,0.0719694122672081
70,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0027072052471339703,0.005781242158263922
71,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00022720151173416525
72,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00037764731678180397
73,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00037094298750162125
74,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.000749063678085804,0.00037094298750162125
75,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0008409412112087011,0.00037094298750162125
76,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.027283141389489174,0.0037075094878673553
77,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0037075094878673553
78,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0037075094878673553
79,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.0037075094878673553
80,P02655,Apolipoprotein C-II,Apolipoproteins,High,0.8013633489608765,0.0,0.00350455311127007
1,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.009223206900060177,0.008743216283619404
2,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.006812484469264746
3,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,1.87857494893251e-05
4,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,2.072857205348555e-05
5,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0019415634451434016
6,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.007996438071131706,0.0074075693264603615
7,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0013660956174135208
8,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.015683326870203018,0.003969796933233738
9,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,6.839281013526488e-06
10,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0016063838265836239
11,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.00555343646556139
12,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.00873547326773405
13,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.006729634013026953,0.0013597332872450352
14,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0015695119509473443,0.0012684633256867528
15,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0016824972117319703,0.0011390200816094875
16,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.002587948925793171,0.001007562386803329
17,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0019145009573549032,0.0070461854338645935
18,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.013223771005868912,0.014895167201757431
19,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.02205844596028328
20,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.010486602783203125,0.005212223622947931
21,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.004370049107819796,0.005739833693951368
22,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0012394972145557404
23,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.00767150754109025
24,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,1.3954380847280845e-05
25,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,8.856411113811191e-06
26,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,2.348670022911392e-06
27,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0006811376661062241
28,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0007413169369101524,0.0024703415110707283
29,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0024703415110707283
30,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0024391268379986286
31,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.02369553968310356,0.02378474548459053
32,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.02518417313694954,0.026603592559695244
33,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.02518417313694954,0.024451589211821556
34,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.025040095672011375,0.02253270335495472
35,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0007435465813614428,0.0014817158225923777
36,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.003107330296188593,0.0018142913468182087
37,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0038314175326377153,0.01146947406232357
38,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.004082241095602512
39,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.00393140921369195
40,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0003908058861270547
41,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.03090319223701954,0.0009680137736722827
42,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.006802580785006285
43,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0039698160253465176
44,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.0024872911162674427
45,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.004533051513135433
46,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.00849938951432705,0.0012806494487449527
47,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.012803648598492146
48,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.007567637600004673,0.010719581507146358
49,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.002408440224826336,0.010711697861552238
50,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0028266124427318573,0.021555842831730843
51,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.03276391699910164,0.02469533495604992
52,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.02568049728870392,0.04046973958611488
53,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0,0.01797097735106945
54,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.006674439646303654,0.016034604981541634
55,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.012347112409770489,0.010829605162143707
56,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.00834444910287857,0.011847098357975483
57,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.013326073996722698,0.010218444280326366
58,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.0034883241169154644,0.01983398012816906
59,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.004156940151005983,0.01056070439517498
60,P02766,Transthyretin,Transport/Binding,High,0.6315542459487915,0.016931243240833282,0.030187636613845825
